-3 0.227373
-2.93939 0.326804
-2.87879 0.39812
-2.81818 0.432882
-2.75758 0.427428
-2.69697 0.382817
-2.63636 0.304225
-2.57576 0.19996
-2.51515 0.0802723
-2.45455 -0.0438553
-2.39394 -0.161825
-2.33333 -0.264328
-2.27273 -0.343987
-2.21212 -0.395728
-2.15152 -0.416884
-2.09091 -0.407086
-2.0303 -0.367977
-1.9697 -0.302826
-1.90909 -0.216076
-1.84848 -0.112892
-1.78788 0.00126375
-1.72727 0.120998
-1.66667 0.241283
-1.60606 0.357673
-1.54545 0.46644
-1.48485 0.564647
-1.42424 0.650152
-1.36364 0.721578
-1.30303 0.778231
-1.24242 0.820017
-1.18182 0.847329
-1.12121 0.860943
-1.06061 0.861912
-1 0.851471
-0.939394 0.830955
-0.878788 0.801727
-0.818182 0.765123
-0.757576 0.722406
-0.69697 0.674738
-0.636364 0.623162
-0.575758 0.568585
-0.515152 0.51178
-0.454545 0.453385
-0.393939 0.393912
-0.333333 0.333759
-0.272727 0.27322
-0.212121 0.2125
-0.151515 0.151731
-0.0909091 0.0909907
-0.030303 0.0303122
0.030303 -0.0302938
0.0909091 -0.0908254
0.151515 -0.151272
0.212121 -0.2116
0.272727 -0.271732
0.333333 -0.331537
0.393939 -0.390808
0.454545 -0.449252
0.515152 -0.506472
0.575758 -0.561955
0.636364 -0.615063
0.69697 -0.665023
0.757576 -0.710927
0.818182 -0.751734
0.878788 -0.786282
0.939394 -0.813306
1 -0.831471
1.06061 -0.839414
1.12121 -0.835801
1.18182 -0.819395
1.24242 -0.789145
1.30303 -0.744273
1.36364 -0.684388
1.42424 -0.609583
1.48485 -0.520551
1.54545 -0.418671
1.60606 -0.306084
1.66667 -0.185727
1.72727 -0.0613284
1.78788 0.0626665
1.84848 0.181229
1.90909 0.288968
1.9697 0.38042
2.0303 0.45042
2.09091 0.494524
2.15152 0.509465
2.21212 0.493597
2.27273 0.447293
2.33333 0.373217
2.39394 0.276444
2.45455 0.164351
2.51515 0.0462475
2.57576 -0.067269
2.63636 -0.165217
2.69697 -0.237344
2.75758 -0.275343
2.81818 -0.274039
2.87879 -0.232372
2.93939 -0.154004
3 -0.0473728
