0.896293 0.844815
0.207243 0.937995
0.0239819 0.253804
0.780315 0.95913
0.306364 0.993367
0.902834 0.949035
0.283488 0.987098
0.20541 0.964654
0.0615289 0.803831
0.952101 0.767695
0.196381 0.0771
0.72567 0.0186449
0.972098 0.809007
0.0897909 0.913801
0.927936 0.929675
0.217986 0.0518009
0.0736237 0.12423
0.640177 0.987422
0.0491089 0.921289
0.0701325 0.851413
0.082871 0.835823
0.260345 0.979646
0.86412 0.969333
0.72669 0.952844
0.139467 0.10901
0.971624 0.0788986
0.965228 0.944529
0.87218 0.0659004
0.0921316 0.958658
0.215949 0.0230679
0.831761 0.0320763
0.836912 0.917249
0.774968 0.988449
0.965293 0.687753
0.751027 0.0159553
0.0556415 0.940135
0.977952 0.992794
0.0740378 0.198498
0.0622795 0.952535
0.0764963 0.784431
0.0755664 0.102645
0.000745522 0.828964
0.0303114 0.728495
0.162521 0.953204
0.679502 0.973434
0.0462962 0.791323
0.14529 0.115745
0.00426643 0.223136
0.706056 0.958618
0.0615407 0.130449
0.988113 0.0409308
0.971222 0.775688
0.735693 0.0322674
0.828432 0.0738353
0.675997 0.0245463
0.87149 0.96695
0.927529 0.929254
0.904012 0.837585
0.735324 0.981186
0.788832 0.00575162
0.89574 0.152019
0.114932 0.0255848
0.0729171 0.868059
0.790854 0.990016
0.982687 0.253034
0.0840807 0.120419
0.868555 0.947543
0.089495 0.0600283
0.00212556 0.288979
0.744611 0.959514
0.937595 0.96212
0.995786 0.982274
0.0490563 0.0450993
0.30282 0.980363
0.0393614 0.804483
0.939403 0.177215
0.0416156 0.194048
0.120675 0.142563
0.00669422 0.198752
0.998938 0.551854
0.196463 0.916279
0.755529 0.946797
0.0130828 0.87989
0.886484 0.902892
0.978405 0.791785
0.0842216 0.147223
0.144897 0.119578
0.666481 0.982802
0.959234 0.0850554
0.0610481 0.0469901
0.447677 0.997454
0.977394 0.888396
0.965756 0.262573
0.0147148 0.107276
0.805546 0.972316
0.107851 0.877424
0.784696 0.0676215
0.070119 0.1926
0.804116 0.0647298
0.866016 0.899034
0.0151008 0.75525
0.843947 0.0907362
0.868167 0.933288
0.649312 0.994107
0.0796127 0.181211
0.838506 0.930111
0.92601 0.0766054
0.901015 0.989349
0.0558861 0.0610871
0.0179775 0.978489
0.900046 0.862683
0.705055 0.0156235
0.175512 0.933501
0.159003 0.0198345
0.118162 0.174223
0.750573 0.962721
0.843417 0.879946
0.974296 0.687028
0.98751 0.257735
0.143132 0.0673643
0.959639 0.914313
0.220123 0.0523599
0.979384 0.811595
0.980336 0.701186
0.00729212 0.0896635
0.0932476 0.0214714
0.675961 0.992669
0.0781823 0.88815
0.79499 0.98482
0.803205 0.926326
0.00132253 0.595376
0.0855124 0.0425829
0.179289 0.0215067
0.0932078 0.130869
0.697887 0.0326477
0.972715 0.733469
0.890911 0.176005
0.822785 0.927043
0.214143 0.00658936
0.71786 0.0337279
0.117465 0.892529
0.749609 0.98454
0.100267 0.168226
0.125542 0.88056
0.855844 0.148383
0.991072 0.863682
0.985697 0.844187
0.0799324 0.202501
0.912704 0.202111
0.0657961 0.928076
0.0189243 0.930567
0.0185392 0.0992981
0.0138361 0.306233
0.974391 0.786566
0.926343 0.878858
0.339567 0.98132
0.771002 0.0611076
0.22082 0.0399744
0.147113 0.0415677
0.166173 0.0867056
0.978273 0.891252
0.295167 0.0404198
0.0308023 0.775295
0.742305 0.955598
0.923773 0.216871
0.108299 0.155693
0.926118 0.906663
0.861421 0.110883
0.609903 0.00360725
0.85468 0.926084
0.0213511 0.121927
0.688541 0.0243776
0.0517625 0.144321
0.338014 0.0255662
0.156055 0.0744382
0.103106 0.861515
0.297943 0.981581
0.0670961 0.847261
0.969616 0.75392
0.998547 0.588465
0.882786 0.0964252
0.960425 0.751871
0.173381 0.992805
0.856629 0.867538
0.762282 0.940109
0.0938469 0.827035
0.0226984 0.979593
0.00977486 0.251587
0.981782 0.698209
0.989048 0.379422
0.882933 0.870416
0.814167 0.95616
0.992365 0.683046
0.928124 0.770542
0.924089 0.865038
0.993402 0.62065
0.994875 0.601626
0.949136 0.961632
0.747647 0.957002
0.837816 0.874274
0.732227 0.00626607
0.958776 0.102919
0.20804 0.915602
0.991177 0.605574
0.907643 0.986822
0.923804 0.12958
0.116236 0.882049
0.972022 0.771473
