0.550798 0.281186
0.708148 0.335422
0.290905 0.317554
0.510828 0.565511
0.892947 0.655434
0.125585 0.379898
0.0514672 0.381067
0.44081 0.423345
0.0298762 0.414262
0.456833 0.764662
0.649144 0.737791
0.278487 0.422345
0.676255 0.34264
0.590863 0.0824606
0.558854 0.0755258
0.259252 0.332596
0.415101 0.189391
0.283525 0.645807
0.693138 0.746268
0.440454 0.488513
0.156868 0.482538
0.544649 0.344559
0.221958 0.642308
0.387971 0.84621
0.936384 0.37565
0.975995 0.587835
0.672384 0.369355
0.845751 0.607747
0.377994 0.894112
0.092217 0.618014
0.653411 0.0847695
0.557841 0.30831
0.361565 0.593113
0.225055 0.915608
0.40652 0.656749
0.46894 0.354323
0.269236 0.657865
0.291793 0.632602
0.457686 0.972058
0.860534 0.607327
0.586253 0.00807393
0.277978 0.145724
0.454622 0.361053
0.201379 0.672353
0.514035 0.682401
0.0872294 0.43393
0.483586 0.400698
0.362176 0.303196
0.707687 0.761249
0.746746 0.364162
0.691093 0.124056
0.68918 0.203132
0.3736 0.143906
0.668135 0.897662
0.339849 0.267926
0.572794 0.231196
0.325807 0.655077
0.445145 0.300778
0.242675 0.686862
0.971603 0.589468
0.230584 0.476408
0.691478 0.376466
0.650477 0.440976
0.723939 0.707002
0.475089 0.0590161
0.596664 0.231505
0.0669694 0.699595
0.0725621 0.70885
0.198976 0.572254
0.151861 0.261495
0.100104 0.225483
0.129294 0.53344
0.553278 0.263665
0.187815 0.739448
0.681612 0.719367
0.54102 0.629132
0.707181 0.893365
0.263887 0.552616
0.926726 0.282051
0.839193 0.237765
0.726319 0.100089
0.48024 0.617754
0.842103 0.765199
0.744752 0.610262
0.660326 0.132407
0.913975 0.701154
0.633666 0.739157
0.365941 0.368897
0.552845 0.547326
0.192072 0.598581
0.784937 0.348143
0.850971 0.628777
0.543594 0.37489
0.488873 0.62716
0.787618 0.489293
0.485094 0.65425
0.455279 0.642781
0.177213 0.139713
0.892393 0.208206
0.143332 0.671772
0.414127 0.721034
0.209373 0.181731
0.730708 0.753292
0.651123 0.523394
0.478978 0.379153
0.274781 0.745992
0.652223 0.798874
0.95645 0.595696
0.435521 0.686337
0.0577315 0.361516
0.959707 0.477278
0.540761 0.914639
0.837462 0.717589
0.170034 0.614802
0.691978 0.511002
0.89557 0.214826
0.340688 0.527651
0.0646732 0.37377
0.290872 0.178125
0.741082 0.622952
0.158034 0.55946
0.694963 0.123559
0.84142 0.696536
0.727152 0.579778
0.359108 0.434893
0.313819 0.63084
0.419583 0.291616
0.877212 0.49705
0.15374 0.367845
0.880125 0.686246
0.798964 0.891247
0.367703 0.478789
0.20494 0.734779
0.24057 0.288955
0.827863 0.336169
0.69881 0.11048
0.482497 0.586935
0.28705 0.700987
0.833688 0.662943
0.848304 0.555565
0.314653 0.075259
0.279295 0.321038
0.430815 0.792284
0.539447 0.559855
0.0955668 0.580616
0.534735 0.104714
0.230836 0.641595
0.343094 0.871162
0.948528 0.394247
0.700512 0.398017
0.840561 0.636256
0.0454973 0.397398
0.742737 0.91668
0.304686 0.372975
0.516784 0.226054
0.156262 0.406631
0.502751 0.304896
0.829001 0.495816
0.478915 0.482819
0.884241 0.401683
0.44581 0.0128421
0.0685499 0.617022
0.538793 0.346161
0.183772 0.361227
0.436357 0.788088
0.497783 0.469531
0.583312 0.0201445
0.620513 0.698605
0.372811 0.26562
0.618737 0.549218
